도시별,지출목적별,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,02 주류 및 담배,52.578,52.685,60.341,60.135,60.527,60.960,61.688,62.071,62.718,63.622,64.554,64.720,96.600,97.109,98.595,98.880,99.648,100.00,100.32,101.83
,03 의류 및 신발,68.154,68.319,68.853,70.667,72.531,74.367,78.091,80.340,82.777,86.640,89.683,93.353,94.737,96.413,97.383,98.547,99.185,100.00,100.52,103.71
,"04 주택, 수도, 전기 및 연료",74.091,76.465,78.963,81.562,82.556,86.432,86.051,88.171,91.844,95.003,98.261,100.470,97.384,95.412,96.764,97.965,99.573,100.00,102.29,109.90
,05 가정용품 및 가사 서비스,70.294,70.385,72.745,72.848,74.734,77.710,81.294,81.543,85.436,87.881,89.687,91.399,93.470,94.623,96.576,98.230,100.452,100.00,102.41,108.63
,06 보건,80.600,82.032,83.696,85.147,86.542,88.592,90.364,91.912,93.697,94.457,94.812,95.380,96.755,97.617,98.604,98.339,98.661,100.00,100.30,101.46
,07 교통,77.719,79.968,84.781,88.702,90.786,99.808,96.509,101.968,110.398,112.776,112.049,110.960,100.764,96.897,100.874,103.770,101.799,100.00,106.06,116.72
,08 통신,120.441,118.605,116.481,115.015,112.775,111.143,110.978,109.883,108.215,105.505,105.395,105.380,105.244,105.318,105.549,104.604,102.176,100.00,99.38,100.22
,09 오락 및 문화,94.169,93.750,94.153,92.199,90.528,91.980,94.483,95.424,96.593,97.134,98.505,98.682,98.201,100.238,100.407,100.905,100.856,100.00,100.28,102.72
,10 교육,68.233,71.255,74.787,77.885,83.937,88.599,90.263,92.119,94.591,96.102,96.217,97.449,98.262,99.234,100.206,101.283,102.052,100.00,101.34,103.20
,11 음식 및 숙박,63.188,65.931,68.217,69.854,72.106,76.114,79.201,81.393,83.842,86.088,88.282,89.709,91.397,93.206,95.944,98.578,98.822,100.00,102.70,110.12
,12 기타 상품 및 서비스,61.682,63.388,64.039,66.622,70.091,76.544,81.769,83.931,86.476,84.073,84.114,86.986,88.952,92.237,94.016,95.771,98.123,100.00,102.11,108.26
　　　　　　충주시,0 총지수,70.238,72.507,74.742,76.586,78.498,82.939,84.845,87.024,91.085,93.030,94.044,94.957,94.723,95.430,97.464,98.986,99.436,100.00,102.45,108.22
,01 식료품 및 비주류음료,55.516,59.630,61.677,61.163,62.982,66.502,72.305,75.453,81.833,85.530,85.679,86.231,87.373,89.905,92.758,95.230,95.875,100.00,106.49,112.40
,02 주류 및 담배,51.041,52.016,60.166,60.141,60.232,60.532,61.901,62.226,62.781,63.726,64.939,65.007,96.902,97.646,98.796,99.134,100.086,100.00,99.88,102.54
,03 의류 및 신발,67.588,67.695,68.307,70.186,71.968,73.829,77.791,80.199,82.819,86.902,89.500,93.013,94.282,96.105,97.150,98.239,98.809,100.00,100.55,103.58
,"04 주택, 수도, 전기 및 연료",71.295,73.768,76.787,80.018,81.394,85.496,84.050,86.162,90.900,94.454,97.974,100.270,96.780,95.202,96.788,97.522,99.214,100.00,101.62,109.32
,05 가정용품 및 가사 서비스,72.022,71.177,70.907,71.309,73.147,76.095,79.818,80.752,84.864,88.860,89.733,92.194,95.469,96.379,97.188,99.260,100.450,100.00,101.43,106.84
,06 보건,81.385,82.067,83.485,84.938,85.905,89.162,91.200,91.590,94.467,95.146,95.731,96.480,96.882,97.953,98.812,98.801,98.871,100.00,99.92,100.67
,07 교통,78.867,80.970,84.528,88.775,91.543,101.199,97.002,102.058,110.572,113.548,112.636,110.935,100.578,97.205,101.084,103.940,101.905,100.00,106.13,117.37
,08 통신,120.587,118.619,116.476,115.098,112.798,111.177,110.886,109.951,108.220,105.501,105.392,105.375,105.244,105.318,105.549,104.604,102.176,100.00,99.38,100.22
,09 오락 및 문화,94.160,95.185,95.852,93.959,92.409,93.831,95.844,96.914,97.948,97.867,98.765,98.929,98.492,100.268,100.512,100.951,100.708,100.00,100.41,103.14
,10 교육,70.984,73.756,76.817,80.260,84.895,92.179,93.913,94.938,95.722,96.185,97.003,96.911,98.064,99.313,100.236,101.527,101.821,100.00,99.66,100.91
,11 음식 및 숙박,63.324,65.774,67.113,69.349,71.229,74.886,77.241,79.504,83.804,85.244,86.474,87.508,89.023,90.714,94.012,97.460,99.225,100.00,101.75,109.41
,12 기타 상품 및 서비스,58.827,60.739,61.845,65.159,68.777,75.611,81.043,83.237,87.351,85.313,85.686,88.047,89.249,92.873,95.895,95.863,97.822,100.00,101.74,107.76
　　　충청남도,0 총지수,70.279,73.019,75.363,77.291,79.220,83.120,85.387,87.954,91.561,93.753,94.867,95.309,95.515,96.171,98.036,99.437,99.343,100.00,102.77,108.74
,01 식료품 및 비주류음료,55.574,60.106,61.506,61.849,63.121,66.088,70.895,75.660,81.966,85.239,85.244,85.290,87.572,89.391,92.343,94.806,95.195,100.00,105.79,112.66
,02 주류 및 담배,52.012,52.407,60.260,60.205,60.491,60.797,62.078,62.063,62.487,63.961,65.351,65.332,96.266,96.970,98.377,98.915,99.617,100.00,100.33,102.71
,03 의류 및 신발,68.720,69.002,69.690,71.544,73.321,75.075,78.798,81.203,83.930,87.990,90.684,93.900,95.409,97.266,98.473,99.517,99.548,100.00,100.54,103.65
,"04 주택, 수도, 전기 및 연료",68.484,71.926,75.051,77.985,79.442,83.420,83.245,85.147,89.432,93.443,97.051,99.592,97.425,95.876,97.375,98.199,99.536,100.00,102.23,110.66
,05 가정용품 및 가사 서비스,74.802,75.544,75.615,75.098,76.882,79.735,83.263,84.008,87.795,89.817,90.192,90.969,94.014,95.097,96.084,97.455,99.676,100.00,101.67,106.77
,06 보건,80.214,81.815,83.549,84.823,86.000,87.197,89.954,92.342,94.189,94.840,94.988,95.329,96.723,97.581,98.489,98.128,98.693,100.00,99.59,100.39
,07 교통,78.409,80.315,84.691,89.158,92.601,100.978,97.195,103.074,110.556,113.133,112.855,111.394,101.486,98.270,101.650,104.142,101.784,100.00,107.32,119.02
,08 통신,120.642,118.718,116.611,115.163,112.890,111.286,111.160,110.097,108.337,105.531,105.354,105.267,105.018,105.103,105.392,104.493,102.102,100.00,99.15,100.05
,09 오락 및 문화,96.951,97.149,97.389,94.953,93.297,94.515,96.901,97.697,99.146,99.464,100.206,99.894,99.055,100.724,100.675,101.204,100.654,100.00,100.50,103.44
,10 교육,70.485,73.987,77.153,80.432,85.345,90.469,93.955,95.395,95.347,98.009,98.958,99.541,100.583,102.948,103.972,104.904,101.303,100.00,99.68,100.06
,11 음식 및 숙박,66.726,69.592,71.428,73.017,74.511,78.826,81.749,83.451,86.490,89.105,91.383,89.478,90.895,92.826,95.100,97.647,99.144,100.00,102.50,109.87
,12 기타 상품 및 서비스,58.811,60.395,61.928,66.966,70.837,77.496,82.528,84.898,88.265,86.163,85.760,88.130,89.998,93.145,95.978,97.140,98.125,100.00,102.16,107.52
　　　　　　천안시,0 총지수,70.296,73.069,75.215,77.170,79.062,83.035,85.379,87.876,91.361,93.667,94.758,95.234,95.580,96.214,98.112,99.402,99.470,100.00,102.68,108.62
,01 식료품 및 비주류음료,56.495,61.110,62.209,62.505,63.635,66.393,71.192,76.002,82.165,85.483,85.184,85.138,87.766,89.568,92.593,94.592,95.125,100.00,105.45,112.35
,02 주류 및 담배,51.920,52.237,60.224,60.158,60.545,60.876,61.860,61.804,62.237,63.875,65.260,65.180,96.095,96.975,98.219,98.770,99.671,100.00,100.34,102.75
,03 의류 및 신발,69.048,69.348,70.055,71.818,73.640,75.380,78.993,81.387,84.114,88.163,90.873,94.088,95.649,97.460,98.667,99.762,99.755,100.00,100.55,103.64
,"04 주택, 수도, 전기 및 연료",68.886,72.048,74.327,77.485,79.114,83.357,83.115,84.837,88.987,93.257,97.076,100.045,98.036,96.292,97.662,98.504,100.016,100.00,102.07,110.38
,05 가정용품 및 가사 서비스,74.995,75.998,75.232,74.330,75.997,78.825,82.561,83.552,87.841,89.880,90.102,90.673,94.120,95.081,96.236,97.358,99.519,100.00,101.72,106.64
,06 보건,79.497,81.432,83.289,84.358,85.518,86.663,89.605,92.049,94.151,94.867,95.099,95.249,96.752,97.700,98.700,98.173,98.812,100.00,99.52,100.49
,07 교통,77.740,79.527,84.233,89.061,92.647,101.105,97.448,103.321,110.795,113.371,113.124,111.616,101.608,98.483,101.986,104.401,102.091,100.00,107.39,118.86
,08 통신,120.488,118.590,116.496,115.080,112.817,111.235,111.118,110.106,108.345,105.538,105.357,105.264,105.018,105.103,105.392,104.493,102.102,100.00,99.15,100.05
,09 오락 및 문화,98.083,98.150,98.487,95.844,94.071,95.147,97.691,98.413,99.619,99.881,100.605,100.098,99.198,100.840,100.662,101.259,100.658,100.00,100.49,103.64
,10 교육,69.678,73.474,76.500,79.712,84.181,90.192,93.883,94.962,94.605,97.509,98.456,99.238,100.374,102.810,104.023,104.969,101.533,100.00,99.38,99.95
,11 음식 및 숙박,66.144,69.197,70.929,72.182,73.666,77.939,81.036,82.703,85.509,88.367,90.773,88.851,90.509,92.394,94.671,97.037,99.111,100.00,102.53,109.72
,12 기타 상품 및 서비스,58.275,59.894,61.714,67.402,71.358,77.483,82.570,84.781,88.008,86.094,85.204,87.850,89.751,92.826,95.642,96.984,98.164,100.00,102.26,107.63
　　　　　　아산시,0 총지수,-,-,-,-,-,-,-,-,-,-,-,-,95.331,96.045,97.772,99.368,98.983,100.00,102.82,108.90
,01 식료품 및 비주류음료,-,-,-,-,-,-,-,-,-,-,-,-,87.550,89.768,92.563,95.819,95.355,100.00,106.62,113.10
,02 주류 및 담배,-,-,-,-,-,-,-,-,-,-,-,-,96.534,97.010,98.458,99.087,99.648,100.00,100.24,102.49
,03 의류 및 신발,-,-,-,-,-,-,-,-,-,-,-,-,95.013,96.982,98.185,99.221,99.280,100.00,100.56,103.67
,"04 주택, 수도, 전기 및 연료",-,-,-,-,-,-,-,-,-,-,-,-,95.790,94.315,95.578,96.659,97.935,100.00,102.01,111.20
,05 가정용품 및 가사 서비스,-,-,-,-,-,-,-,-,-,-,-,-,94.738,96.097,96.614,97.986,99.994,100.00,101.68,107.37
,06 보건,-,-,-,-,-,-,-,-,-,-,-,-,96.382,96.974,97.701,97.457,98.121,100.00,99.64,100.10
,07 교통,-,-,-,-,-,-,-,-,-,-,-,-,101.323,97.939,101.039,103.712,101.359,100.00,107.20,119.29
,08 통신,-,-,-,-,-,-,-,-,-,-,-,-,105.018,105.103,105.392,104.493,102.102,100.00,99.15,100.05
,09 오락 및 문화,-,-,-,-,-,-,-,-,-,-,-,-,99.021,100.843,100.898,101.157,100.568,100.00,100.35,102.58
,10 교육,-,-,-,-,-,-,-,-,-,-,-,-,100.536,103.154,103.891,104.569,100.687,100.00,100.12,100.48
,11 음식 및 숙박,-,-,-,-,-,-,-,-,-,-,-,-,91.396,93.247,95.618,98.484,99.158,100.00,102.19,109.80
,12 기타 상품 및 서비스,-,-,-,-,-,-,-,-,-,-,-,-,90.208,93.282,96.030,97.201,97.865,100.00,101.89,107.50
　　　　　　서산시,0 총지수,-,-,75.915,77.945,79.964,83.633,85.910,88.471,92.394,94.460,95.699,95.796,95.598,96.227,98.243,99.713,99.522,100.00,102.97,108.90
,01 식료품 및 비주류음료,-,-,59.882,60.231,61.813,65.031,70.106,74.137,80.704,84.523,85.440,85.082,86.754,87.831,90.803,93.680,95.166,100.00,105.56,113.08
,02 주류 및 담배,-,-,60.078,59.983,60.053,60.253,62.246,62.306,62.820,63.862,65.452,65.625,96.485,96.883,98.919,99.223,99.306,100.00,100.49,102.95
,03 의류 및 신발,-,-,68.823,71.037,72.752,74.444,78.350,80.847,83.696,87.785,90.364,93.519,95.163,96.998,98.197,99.016,99.181,100.00,100.46,103.64
,"04 주택, 수도, 전기 및 연료",-,-,78.695,81.699,82.873,85.929,85.883,88.460,93.525,96.908,100.087,101.143,98.193,97.344,99.901,100.111,100.779,100.00,103.23,110.76
,05 가정용품 및 가사 서비스,-,-,74.395,74.389,76.262,79.783,83.094,83.148,85.982,87.902,88.666,89.913,92.136,93.196,94.358,96.822,99.731,100.00,101.45,106.17
,06 보건,-,-,85.052,86.271,87.348,88.815,91.246,93.394,94.670,95.159,95.192,96.156,97.298,98.303,99.137,99.296,99.311,100.00,99.78,100.53
,07 교통,-,-,85.648,89.202,92.578,100.892,96.367,102.449,110.298,112.910,112.529,111.084,101.371,98.099,101.493,103.937,101.325,100.00,107.26,118.99
,08 통신,-,-,116.460,115.131,112.957,111.326,111.151,110.071,108.310,105.502,105.343,105.265,105.018,105.103,105.392,104.493,102.102,100.00,99.15,100.05
,09 오락 및 문화,-,-,94.106,92.584,91.408,92.867,95.141,95.784,98.490,98.754,99.355,99.306,98.504,99.970,100.274,101.046,100.794,100.00,100.79,104.22
,10 교육,-,-,78.165,82.041,88.177,90.685,94.151,96.560,97.903,99.776,101.020,100.973,101.582,103.136,103.898,105.243,101.527,100.00,100.05,99.75
,11 음식 및 숙박,-,-,72.976,75.877,77.592,82.504,84.883,86.074,89.596,91.497,93.657,91.470,91.608,93.908,95.964,98.672,99.279,100.00,102.96,110.55
,12 기타 상품 및 서비스,-,-,63.444,66.949,69.888,77.369,83.079,85.521,88.293,86.754,87.361,88.735,90.691,94.299,97.355,97.702,98.468,100.00,102.28,107.14
　　　전라북도,0 총지수,70.037,72.743,74.746,76.378,78.253,82.090,84.482,87.250,91.066,93.051,94.173,95.233,95.205,95.718,97.492,99.158,99.467,100.00,102.59,108.06
,01 식료품 및 비주류음료,53.413,58.372,59.316,59.469,61.036,64.017,68.965,73.711,80.455,84.277,85.735,85.581,87.181,89.285,91.519,94.697,95.165,100.00,105.66,111.27
,02 주류 및 담배,53.437,54.247,61.402,61.280,61.372,61.653,62.563,62.876,63.410,64.432,65.601,65.715,96.447,97.181,98.707,99.009,99.867,100.00,99.99,101.56
,03 의류 및 신발,69.267,69.440,70.022,71.977,74.206,76.138,79.914,82.310,84.847,88.838,91.511,95.342,96.523,97.968,98.827,100.364,99.396,100.00,100.56,103.84
,"04 주택, 수도, 전기 및 연료",71.330,73.408,76.511,78.889,80.579,84.825,83.965,85.814,90.627,95.140,98.327,100.892,98.290,96.393,97.323,98.076,99.752,100.00,101.20,108.59
,05 가정용품 및 가사 서비스,74.606,75.172,75.272,75.304,76.113,79.982,84.360,85.056,87.763,89.989,89.500,92.103,94.931,96.173,97.322,98.843,100.434,100.00,101.80,106.47
,06 보건,79.565,81.042,82.890,85.501,86.233,87.856,90.377,92.174,93.680,93.748,94.264,95.268,96.331,97.173,97.922,97.986,98.423,100.00,99.94,100.76
,07 교통,80.266,83.372,87.926,91.801,95.369,104.169,100.586,105.752,113.366,116.766,115.808,113.541,101.989,98.225,102.744,106.079,103.096,100.00,106.78,117.38
,08 통신,120.433,118.545,116.306,115.017,112.816,111.237,111.062,110.050,108.318,105.595,105.399,105.312,105.058,105.156,105.512,104.583,102.162,100.00,98.76,99.78
,09 오락 및 문화,95.400,95.653,95.669,93.173,91.515,92.894,94.855,95.725,97.336,97.638,98.509,98.809,98.382,100.117,100.169,100.760,100.635,100.00,100.47,104.00
,10 교육,69.240,72.745,74.675,77.449,81.984,86.153,89.761,92.412,94.114,95.177,96.513,97.811,99.169,100.006,100.850,102.089,102.558,100.00,100.78,101.89
,11 음식 및 숙박,63.752,66.561,68.335,70.158,71.684,76.006,79.645,81.484,84.934,85.254,85.718,87.313,89.455,91.697,93.798,96.547,98.801,100.00,102.66,110.25
,12 기타 상품 및 서비스,61.937,63.328,64.380,67.513,70.421,76.479,81.442,84.493,87.500,84.810,85.576,87.770,89.771,92.957,96.067,96.531,98.221,100.00,102.06,108.01
　　　　　　전주시,0 총지수,70.022,72.649,74.653,76.314,78.200,82.032,84.483,87.195,90.974,92.936,94.009,95.075,95.003,95.641,97.422,99.206,99.562,100.00,102.58,107.90
,01 식료품 및 비주류음료,53.294,58.325,59.213,59.583,61.255,64.220,69.085,73.623,80.366,84.397,85.725,85.438,86.700,89.193,91.300,95.077,95.439,100.00,105.89,111.15
,02 주류 및 담배,53.325,54.249,61.301,61.112,61.209,61.460,62.512,62.865,63.378,64.410,65.535,65.723,96.369,97.155,98.715,99.089,99.963,100.00,100.04,101.32
,03 의류 및 신발,69.495,69.727,70.301,72.188,74.274,76.202,79.940,82.350,84.855,88.834,91.505,95.336,96.418,97.636,98.722,100.273,99.343,100.00,100.56,103.90
,"04 주택, 수도, 전기 및 연료",70.293,72.166,75.188,77.431,79.254,83.515,82.706,84.543,89.503,94.257,97.438,100.027,97.862,96.294,97.263,97.995,99.755,100.00,100.92,108.13
,05 가정용품 및 가사 서비스,75.970,76.278,76.658,76.575,76.798,80.963,85.908,86.674,89.346,91.838,91.256,93.537,95.955,97.369,97.629,99.079,100.627,100.00,101.68,106.36
,06 보건,79.056,80.524,82.502,85.741,86.215,87.638,90.209,91.983,93.332,93.234,93.894,95.176,96.173,97.005,97.681,97.641,98.264,100.00,99.90,100.67
,07 교통,79.665,82.970,88.012,92.030,95.544,104.484,101.111,106.368,113.929,117.430,116.367,113.980,102.217,98.417,103.065,106.229,103.233,100.00,106.88,116.94
,08 통신,120.488,118.564,116.347,115.038,112.856,111.256,111.101,110.023,108.318,105.595,105.399,105.312,105.058,105.156,105.512,104.583,102.162,100.00,98.76,99.78
,09 오락 및 문화,95.365,95.726,95.805,93.330,91.405,92.643,94.584,95.389,97.027,97.369,98.368,98.672,98.308,100.041,99.999,100.821,100.647,100.00,100.31,103.65
,10 교육,70.597,73.485,75.171,78.191,82.903,87.290,91.268,93.910,95.138,95.622,96.571,97.947,99.035,100.159,101.390,102.484,102.729,100.00,100.58,102.07
,11 음식 및 숙박,63.478,66.249,67.962,69.491,71.371,75.483,79.436,81.259,84.428,84.549,85.218,86.876,89.061,91.244,93.254,96.249,99.020,100.00,102.78,110.58
,12 기타 상품 및 서비스,62.800,64.061,64.866,67.574,70.131,75.974,80.417,83.761,87.154,84.181,84.719,87.030,89.283,92.624,96.011,96.704,98.244,100.00,101.93,107.50
　　　　　　군산시,0 총지수,69.934,72.695,74.645,76.305,78.109,81.928,84.323,87.066,90.911,92.914,94.254,95.342,95.447,95.774,97.470,98.847,99.244,100.00,102.57,107.99
,01 식료품 및 비주류음료,54.157,59.140,60.138,59.862,60.764,63.445,69.018,73.743,80.607,83.932,86.147,86.258,88.747,89.810,92.275,94.575,95.304,100.00,105.12,110.81
,02 주류 및 담배,53.721,54.223,61.599,61.523,61.600,61.934,62.668,62.965,63.480,64.483,65.751,65.647,96.547,97.254,99.035,99.333,99.983,100.00,99.92,102.01
,03 의류 및 신발,68.633,68.876,69.451,71.627,74.063,75.933,79.799,82.092,84.725,88.808,91.561,95.350,96.712,98.630,99.098,100.685,99.514,100.00,100.45,103.46
,"04 주택, 수도, 전기 및 연료",73.754,75.501,78.901,81.866,83.227,87.303,86.685,88.809,92.924,97.150,100.692,103.515,100.025,97.345,97.625,98.138,99.428,100.00,101.61,109.21
,05 가정용품 및 가사 서비스,72.056,73.383,72.827,73.264,75.358,78.780,82.318,82.912,85.655,87.298,86.678,90.234,94.159,94.882,96.456,98.335,100.146,100.00,101.49,106.17
,06 보건,79.596,81.454,83.191,84.904,86.186,87.641,89.805,91.725,93.697,94.210,94.458,94.944,96.100,96.934,97.700,97.897,98.322,100.00,100.01,100.93
,07 교통,81.530,84.396,87.883,91.478,95.052,103.693,99.826,104.827,112.689,115.851,115.076,112.916,101.798,98.108,102.378,105.749,102.864,100.00,106.47,117.41
,08 통신,120.432,118.533,116.283,115.003,112.793,111.214,111.050,110.048,108.324,105.593,105.399,105.309,105.058,105.156,105.512,104.583,102.162,100.00,98.76,99.78
,09 오락 및 문화,95.230,95.325,95.032,92.435,91.318,92.815,94.930,96.038,97.687,97.798,98.321,98.636,98.054,99.747,99.972,100.305,100.392,100.00,100.69,104.29
,10 교육,65.453,69.612,71.704,74.153,78.501,82.504,85.664,88.519,90.629,92.913,95.161,96.195,98.123,98.642,99.085,100.635,101.976,100.00,101.21,101.79
,11 음식 및 숙박,62.462,65.307,67.371,69.831,70.852,75.832,78.802,80.537,84.383,85.174,85.114,86.591,88.450,91.377,93.820,95.691,97.989,100.00,102.97,109.59
,12 기타 상품 및 서비스,61.306,62.848,64.005,67.899,71.563,77.958,83.617,86.018,88.104,85.600,86.867,88.956,90.378,93.518,96.402,96.302,98.069,100.00,102.10,108.04
　　　　　　익산시,0 총지수,-,-,-,-,-,-,-,-,-,-,-,-,95.441,95.852,97.671,99.341,99.466,100.00,102.64,108.48
,01 식료품 및 비주류음료,-,-,-,-,-,-,-,-,-,-,-,-,86.844,89.022,91.304,93.939,94.406,100.00,105.64,111.96
,02 주류 및 담배,-,-,-,-,-,-,-,-,-,-,-,-,96.541,97.167,98.388,98.533,99.549,100.00,99.93,101.67
,03 의류 및 신발,-,-,-,-,-,-,-,-,-,-,-,-,96.592,98.116,98.829,100.277,99.414,100.00,100.66,104.06
,"04 주택, 수도, 전기 및 연료",-,-,-,-,-,-,-,-,-,-,-,-,97.629,95.738,97.171,98.217,100.064,100.00,101.48,109.02
,05 가정용품 및 가사 서비스,-,-,-,-,-,-,-,-,-,-,-,-,93.416,94.758,97.455,98.785,100.262,100.00,102.38,107.05
,06 보건,-,-,-,-,-,-,-,-,-,-,-,-,96.912,97.784,98.692,98.856,98.888,100.00,99.95,100.80
,07 교통,-,-,-,-,-,-,-,-,-,-,-,-,101.662,97.908,102.367,106.047,103.010,100.00,106.84,118.37
,08 통신,-,-,-,-,-,-,-,-,-,-,-,-,105.058,105.156,105.512,104.583,102.162,100.00,98.76,99.78
,09 오락 및 문화,-,-,-,-,-,-,-,-,-,-,-,-,98.868,100.637,100.741,101.052,100.826,100.00,100.65,104.52
,10 교육,-,-,-,-,-,-,-,-,-,-,-,-,100.485,100.959,101.299,102.569,102.738,100.00,100.83,101.59
,11 음식 및 숙박,-,-,-,-,-,-,-,-,-,-,-,-,91.311,93.046,95.047,98.041,99.072,100.00,102.11,110.11
,12 기타 상품 및 서비스,-,-,-,-,-,-,-,-,-,-,-,-,90.318,93.190,95.888,96.354,98.325,100.00,102.33,109.13
　　　전라남도,0 총지수,70.131,72.596,74.513,76.066,77.947,81.673,83.952,86.753,90.635,92.434,93.687,94.627,94.595,95.486,97.508,98.971,99.300,100.00,102.62,108.43
,01 식료품 및 비주류음료,53.923,58.053,59.387,59.411,60.673,63.519,68.977,74.229,79.623,83.926,85.092,85.319,86.014,88.984,91.819,94.128,95.060,100.00,105.06,110.83
,02 주류 및 담배,52.054,52.462,60.182,60.192,60.473,60.814,61.702,62.077,62.481,63.583,64.721,64.799,97.735,97.890,99.511,99.451,99.852,100.00,100.07,102.36
,03 의류 및 신발,68.648,68.824,69.613,71.377,73.326,75.240,79.173,81.580,84.191,88.474,91.170,94.911,96.083,97.669,98.754,99.932,99.906,100.00,100.67,104.07
,"04 주택, 수도, 전기 및 연료",72.784,74.946,77.132,79.529,81.136,85.333,84.921,87.223,92.485,95.973,98.772,100.773,97.532,95.882,97.571,98.430,100.020,100.00,101.89,110.84
,05 가정용품 및 가사 서비스,74.264,74.317,74.958,75.333,76.826,80.379,83.433,83.167,87.407,89.603,90.051,91.265,93.067,94.780,96.388,97.843,99.702,100.00,101.73,106.15
,06 보건,82.271,83.406,85.146,86.423,88.055,89.864,91.262,93.064,94.414,95.244,95.083,95.442,96.710,97.572,98.494,98.322,98.743,100.00,99.85,100.63
,07 교통,79.202,81.580,85.413,89.569,93.291,101.818,98.238,103.119,111.498,113.250,113.320,111.697,101.042,97.414,101.967,104.356,102.024,100.00,107.46,119.22
,08 통신,120.527,118.617,116.519,115.034,112.752,111.140,111.004,109.894,108.183,105.446,105.341,105.321,105.120,105.206,105.512,104.580,102.157,100.00,98.85,99.85
,09 오락 및 문화,97.231,97.330,97.330,94.686,92.544,93.518,96.316,97.216,98.893,98.876,99.592,99.691,99.106,100.826,100.689,101.293,101.010,100.00,100.73,103.77
,10 교육,67.741,71.663,73.695,77.048,82.570,86.077,88.325,90.840,92.165,94.186,96.063,97.284,98.782,101.500,102.714,104.352,103.569,100.00,100.45,101.68
,11 음식 및 숙박,66.097,69.072,70.597,71.639,72.797,77.157,80.322,82.310,87.276,86.337,87.523,89.015,90.614,91.714,93.311,96.318,98.380,100.00,102.65,110.56
,12 기타 상품 및 서비스,58.076,59.350,60.657,64.255,67.566,73.425,77.943,80.110,83.062,82.720,84.540,86.715,88.532,92.364,96.364,96.757,98.014,100.00,101.89,108.29
　　　　　　목포시,0 총지수,70.136,72.447,74.323,76.045,77.965,81.780,84.183,86.761,90.520,92.567,93.752,94.501,94.448,95.737,97.823,99.052,99.074,100.00,102.76,108.18
,01 식료품 및 비주류음료,53.806,57.228,58.841,58.880,59.757,62.817,68.706,73.359,79.234,83.372,84.165,83.800,84.894,88.521,91.880,94.528,94.715,100.00,105.97,110.41
,02 주류 및 담배,51.334,51.571,59.838,59.919,59.958,60.217,61.693,62.097,62.361,63.376,64.578,64.652,97.690,97.755,99.096,99.306,99.756,100.00,99.95,102.17
,03 의류 및 신발,68.467,68.586,69.380,71.004,73.196,74.855,79.011,81.621,84.123,88.467,91.092,94.782,96.134,97.719,98.872,100.020,99.989,100.00,100.68,103.85
,"04 주택, 수도, 전기 및 연료",74.832,76.913,78.136,81.027,82.720,87.038,86.458,88.412,93.282,97.336,99.631,101.941,98.796,96.787,97.895,98.475,100.027,100.00,101.58,110.94
,05 가정용품 및 가사 서비스,72.255,72.793,74.003,75.353,77.135,80.089,83.122,83.517,87.157,88.555,88.955,90.808,92.874,94.877,96.727,98.054,99.827,100.00,101.64,106.32
,06 보건,80.515,81.516,83.319,85.068,86.783,88.942,90.414,92.927,94.283,95.329,95.295,95.077,96.401,97.317,98.359,98.217,98.697,100.00,100.03,100.73
,07 교통,77.719,80.127,84.228,88.187,91.837,100.380,97.277,101.994,109.967,112.252,111.974,110.715,100.167,96.675,101.606,103.735,101.742,100.00,107.34,118.97
,08 통신,120.455,118.554,116.480,114.994,112.684,111.074,110.870,109.858,108.210,105.428,105.310,105.280,105.113,105.199,105.502,104.573,102.155,100.00,98.85,99.85
,09 오락 및 문화,96.730,96.673,96.632,94.482,92.911,93.926,96.809,97.671,99.454,99.154,99.730,99.945,99.367,100.899,100.653,101.329,100.919,100.00,100.82,104.07
,10 교육,64.941,68.892,70.821,73.288,78.741,82.737,84.826,86.668,88.545,91.695,94.118,95.068,95.603,101.561,103.043,104.277,103.423,100.00,100.21,100.97
,11 음식 및 숙박,67.930,71.013,72.869,74.825,76.003,80.381,84.158,85.888,89.603,88.901,90.470,91.488,92.723,94.321,95.822,97.177,97.565,100.00,102.89,109.71
,12 기타 상품 및 서비스,60.375,61.939,62.176,66.286,69.659,75.433,79.340,81.003,84.318,84.075,85.719,87.159,88.997,92.296,95.615,96.145,97.784,100.00,101.92,107.66
　　　　　　여수시,0 총지수,69.792,72.555,74.392,75.694,77.424,81.051,82.923,85.813,90.010,91.863,93.293,94.098,94.083,94.764,96.907,98.527,99.231,100.00,102.48,108.59
,01 식료품 및 비주류음료,54.502,59.590,60.327,60.036,61.368,64.355,68.844,74.453,80.267,84.381,85.269,84.933,85.549,88.045,90.599,92.849,94.473,100.00,104.68,111.38
,02 주류 및 담배,52.220,52.711,60.259,60.285,60.546,60.858,61.585,61.932,62.324,63.473,64.582,64.590,97.597,97.860,99.640,99.541,99.772,100.00,99.94,102.25
,03 의류 및 신발,68.608,68.748,69.600,71.515,73.359,75.465,79.085,81.425,83.840,88.254,91.080,94.928,95.798,97.432,98.525,99.645,99.824,100.00,100.75,104.39
,"04 주택, 수도, 전기 및 연료",71.049,73.489,75.962,78.032,79.532,83.311,83.001,85.331,90.123,93.295,96.565,98.278,95.054,93.814,95.928,97.652,99.975,100.00,101.68,110.12
